method,venue,year,prompt,training_setting,split_or_domain,metric,value,source_url,source_location,status,verified_on,notes
CountSE,ICCV,2025,not fully reported in CLOC paper,FSC-147-trained official checkpoint; out-of-box on CLOC-v1.1,Full Test,MAE,27.14,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
CountSE,ICCV,2025,not fully reported in CLOC paper,FSC-147-trained official checkpoint; out-of-box on CLOC-v1.1,Full Test,RMSE,130.03,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
CountSE,ICCV,2025,not fully reported in CLOC paper,FSC-147-trained official checkpoint; out-of-box on CLOC-v1.1,Full Test,NAE,2.16,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
CountSE,ICCV,2025,not fully reported in CLOC paper,FSC-147-trained official checkpoint; out-of-box on CLOC-v1.1,General Scene,MAE,19.4,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
CountSE,ICCV,2025,not fully reported in CLOC paper,FSC-147-trained official checkpoint; out-of-box on CLOC-v1.1,Remote Sensing,MAE,19.08,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
CountSE,ICCV,2025,not fully reported in CLOC paper,FSC-147-trained official checkpoint; out-of-box on CLOC-v1.1,Histopathology,MAE,70.27,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
CountSE,ICCV,2025,not fully reported in CLOC paper,FSC-147-trained official checkpoint; out-of-box on CLOC-v1.1,Cellular Microscopy,MAE,120.08,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
CountSE,ICCV,2025,not fully reported in CLOC paper,FSC-147-trained official checkpoint; out-of-box on CLOC-v1.1,Agriculture,MAE,302.19,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
CountSE,ICCV,2025,not fully reported in CLOC paper,FSC-147-trained official checkpoint; out-of-box on CLOC-v1.1,Microbiology,MAE,22.22,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
CountGD++,CVPR,2026,not fully reported in CLOC paper,FSC-147-trained official checkpoint; out-of-box on CLOC-v1.1,Full Test,MAE,22.01,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
CountGD++,CVPR,2026,not fully reported in CLOC paper,FSC-147-trained official checkpoint; out-of-box on CLOC-v1.1,Full Test,RMSE,122.75,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
CountGD++,CVPR,2026,not fully reported in CLOC paper,FSC-147-trained official checkpoint; out-of-box on CLOC-v1.1,Full Test,NAE,0.95,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
CountGD++,CVPR,2026,not fully reported in CLOC paper,FSC-147-trained official checkpoint; out-of-box on CLOC-v1.1,General Scene,MAE,12.08,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
CountGD++,CVPR,2026,not fully reported in CLOC paper,FSC-147-trained official checkpoint; out-of-box on CLOC-v1.1,Remote Sensing,MAE,10.69,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
CountGD++,CVPR,2026,not fully reported in CLOC paper,FSC-147-trained official checkpoint; out-of-box on CLOC-v1.1,Histopathology,MAE,55.83,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
CountGD++,CVPR,2026,not fully reported in CLOC paper,FSC-147-trained official checkpoint; out-of-box on CLOC-v1.1,Cellular Microscopy,MAE,222.25,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
CountGD++,CVPR,2026,not fully reported in CLOC paper,FSC-147-trained official checkpoint; out-of-box on CLOC-v1.1,Agriculture,MAE,321.99,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
CountGD++,CVPR,2026,not fully reported in CLOC paper,FSC-147-trained official checkpoint; out-of-box on CLOC-v1.1,Microbiology,MAE,43.8,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
GLIP-L,CVPR,2022,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Full Test,MAE,37.58,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
GLIP-L,CVPR,2022,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Full Test,RMSE,141.95,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
GLIP-L,CVPR,2022,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Full Test,NAE,0.81,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
GLIP-L,CVPR,2022,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,General Scene,MAE,31.05,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
GLIP-L,CVPR,2022,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Remote Sensing,MAE,19.57,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
GLIP-L,CVPR,2022,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Histopathology,MAE,68.78,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
GLIP-L,CVPR,2022,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Cellular Microscopy,MAE,225.42,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
GLIP-L,CVPR,2022,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Agriculture,MAE,320.85,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
GLIP-L,CVPR,2022,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Microbiology,MAE,43.71,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
YOLO-World-X,CVPR,2024,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Full Test,MAE,35.06,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
YOLO-World-X,CVPR,2024,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Full Test,RMSE,140.19,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
YOLO-World-X,CVPR,2024,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Full Test,NAE,0.76,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
YOLO-World-X,CVPR,2024,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,General Scene,MAE,28.02,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
YOLO-World-X,CVPR,2024,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Remote Sensing,MAE,17.81,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
YOLO-World-X,CVPR,2024,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Histopathology,MAE,67.93,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
YOLO-World-X,CVPR,2024,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Cellular Microscopy,MAE,226.07,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
YOLO-World-X,CVPR,2024,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Agriculture,MAE,321.13,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
YOLO-World-X,CVPR,2024,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Microbiology,MAE,42.49,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
GrdDINO-SwinB,ECCV,2024,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Full Test,MAE,35.19,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
GrdDINO-SwinB,ECCV,2024,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Full Test,RMSE,141.32,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
GrdDINO-SwinB,ECCV,2024,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Full Test,NAE,0.78,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
GrdDINO-SwinB,ECCV,2024,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,General Scene,MAE,29.41,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
GrdDINO-SwinB,ECCV,2024,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Remote Sensing,MAE,14.14,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
GrdDINO-SwinB,ECCV,2024,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Histopathology,MAE,69.11,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
GrdDINO-SwinB,ECCV,2024,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Cellular Microscopy,MAE,224.96,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
GrdDINO-SwinB,ECCV,2024,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Agriculture,MAE,320.17,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
GrdDINO-SwinB,ECCV,2024,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Microbiology,MAE,43.75,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
YOLOE-v8L,ICCV,2025,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Full Test,MAE,40.21,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
YOLOE-v8L,ICCV,2025,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Full Test,RMSE,142.47,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
YOLOE-v8L,ICCV,2025,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Full Test,NAE,0.99,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
YOLOE-v8L,ICCV,2025,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,General Scene,MAE,33.94,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
YOLOE-v8L,ICCV,2025,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Remote Sensing,MAE,21.78,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
YOLOE-v8L,ICCV,2025,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Histopathology,MAE,69.99,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
YOLOE-v8L,ICCV,2025,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Cellular Microscopy,MAE,228.28,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
YOLOE-v8L,ICCV,2025,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Agriculture,MAE,321.97,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
YOLOE-v8L,ICCV,2025,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Microbiology,MAE,44.8,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
YOLOE-11L,ICCV,2025,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Full Test,MAE,40.24,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
YOLOE-11L,ICCV,2025,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Full Test,RMSE,142.46,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
YOLOE-11L,ICCV,2025,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Full Test,NAE,1,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
YOLOE-11L,ICCV,2025,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,General Scene,MAE,33.98,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
YOLOE-11L,ICCV,2025,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Remote Sensing,MAE,21.79,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
YOLOE-11L,ICCV,2025,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Histopathology,MAE,69.95,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
YOLOE-11L,ICCV,2025,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Cellular Microscopy,MAE,228.24,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
YOLOE-11L,ICCV,2025,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Agriculture,MAE,321.88,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
YOLOE-11L,ICCV,2025,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Microbiology,MAE,44.81,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
SAM3,ICLR,2026,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Full Test,MAE,25.65,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
SAM3,ICLR,2026,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Full Test,RMSE,132.07,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
SAM3,ICLR,2026,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Full Test,NAE,0.85,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
SAM3,ICLR,2026,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,General Scene,MAE,18.85,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
SAM3,ICLR,2026,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Remote Sensing,MAE,10.88,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
SAM3,ICLR,2026,CLOC category-name semantics; exact template and thresholds not fully reported,official general-pretrained checkpoint; out-of-box on CLOC-v1.1,Histopathology,MAE,64.32,https://github.com/Mengqi-Lei/count-anything/blob/main/assets/readme/cloc_v1_1_main_results_table.png,assets/readme/cloc_v1_1_main_results_table.png,verified,2026-08-10,CLOC-v1.1 corrected-test static official snapshot; lower is better; no public submission leaderboard
